fold_1	fold_2	fold_3	fold_4	fold_5	fold_6	fold_7	fold_8	fold_9	fold_10	fold_11	fold_12	fold_13	fold_14	fold_15	fold_16	fold_17	fold_18	fold_19	fold_20	fold_21	fold_22	fold_23	fold_24	fold_25	fold_26	fold_27	fold_28	fold_29	fold_30
train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train
test	test	test	train	test	test	test	test	train	test	test	train	test	test	test	test	train	test	test	test	test	train	test	test	test	test	test	test	train	test
train	test	test	test	test	test	train	test	test	test	test	test	test	test	test	test	test	train	test	test	train	test	test	test	test	test	train	test	test	train
test	train	test	test	test	test	test	test	test	train	test	test	test	test	train	test	test	test	test	test	train	test	test	test	test	train	test	test	test	test
train	test	test	test	test	test	test	train	test	test	test	test	test	test	test	test	test	train	test	test	test	train	test	test	test	test	test	test	train	train
test	test	test	train	test	test	test	test	test	test	train	test	train	test	test	test	test	test	test	test	train	test	test	test	test	test	test	test	test	train
train	test	test	test	test	test	test	train	test	test	test	test	test	test	train	test	test	test	train	test	test	test	test	test	test	test	test	test	train	test
test	test	test	test	train	test	test	test	test	test	train	test	test	test	train	test	test	test	test	test	test	train	test	test	train	test	test	test	test	test
test	test	test	test	train	test	test	test	test	test	test	train	test	test	test	train	test	test	train	test	test	test	test	test	test	test	test	test	train	test
test	train	test	test	test	test	test	test	train	test	test	train	test	test	test	test	test	train	test	train	test	test	test	train	train	test	test	test	test	test
test	test	test	test	train	test	test	test	test	train	test	test	test	train	test	test	test	test	test	test	test	test	train	test	test	test	train	test	test	test
test	train	test	test	test	test	test	test	test	train	test	test	train	test	test	test	test	test	test	test	test	test	train	test	test	test	test	test	train	test
train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train
train	test	test	test	test	test	test	test	test	test	test	train	test	test	test	test	train	test	test	train	test	test	test	test	test	train	test	test	test	test
test	test	test	test	train	test	test	train	test	test	test	train	test	train	test	test	test	test	test	train	test	test	test	test	test	test	test	test	train	test
test	test	train	test	test	test	test	train	test	test	test	test	test	train	test	test	test	test	test	train	test	test	test	test	test	test	train	test	test	test
test	train	test	test	test	test	test	test	test	test	test	train	test	train	test	test	test	test	test	train	test	test	test	test	test	test	test	train	test	test
train	test	test	test	test	test	test	train	test	test	test	test	test	test	train	test	test	test	train	test	test	test	test	test	test	test	test	test	train	test
test	test	train	test	test	test	train	test	test	test	test	test	train	test	test	test	test	test	test	test	test	test	test	train	test	train	test	test	test	test
train	test	test	test	test	test	test	test	test	train	test	test	train	test	test	test	test	test	train	test	test	test	test	test	train	test	test	test	test	test
test	test	test	train	test	test	train	test	test	test	test	test	test	test	train	test	test	test	train	test	test	test	test	test	test	test	test	test	train	test
test	train	test	test	test	test	test	test	test	test	train	test	test	test	test	test	test	train	test	test	test	test	test	train	test	test	test	train	test	test
test	test	test	train	test	test	test	test	train	test	test	test	test	train	test	test	test	test	test	test	train	test	test	train	test	test	test	test	train	test
test	test	train	test	test	test	test	test	test	test	test	train	test	test	test	test	train	test	train	test	test	test	test	test	test	test	test	train	test	test
train	test	test	test	test	test	test	test	train	test	test	test	test	train	test	test	test	test	test	test	train	test	test	test	train	test	test	test	test	test
train	test	test	test	test	test	test	test	test	test	test	train	test	test	test	train	test	train	test	test	test	train	test	test	test	test	train	test	test	test
test	test	test	test	train	test	train	test	test	test	test	test	test	train	test	test	test	test	test	test	train	test	test	test	test	test	train	test	test	test
test	test	test	test	test	train	train	test	test	test	test	test	test	test	test	test	test	train	train	test	test	test	test	test	test	test	train	test	test	test
test	train	test	test	test	test	test	test	test	train	test	test	test	test	test	test	test	train	train	test	test	test	test	train	test	test	test	train	test	test
test	test	test	test	train	test	train	test	test	test	test	test	test	test	test	test	train	test	test	test	test	train	test	train	train	test	test	test	test	test
test	train	test	test	test	test	test	test	test	test	test	train	test	test	test	train	test	test	test	test	train	test	test	test	test	test	train	test	test	test
train	test	test	test	test	test	test	train	test	test	test	test	train	test	test	test	test	test	test	test	test	test	test	train	test	test	test	test	test	train
test	test	test	test	train	test	train	test	test	test	test	test	test	test	test	test	train	test	test	train	test	test	test	test	test	test	test	train	test	test
test	test	test	train	test	test	train	test	test	test	test	test	test	test	test	test	train	test	test	test	test	test	train	test	test	test	train	test	test	test
test	test	test	train	test	test	test	test	train	test	test	test	test	test	train	test	test	test	test	test	train	test	test	test	test	test	test	test	train	test
test	test	test	test	train	test	test	test	test	test	train	test	test	test	test	test	train	test	test	test	test	test	train	train	test	test	test	train	test	test
train	test	test	test	test	test	test	test	test	test	train	test	test	test	test	train	test	test	test	test	train	test	test	test	test	test	train	test	test	test
test	train	test	test	test	test	test	test	test	test	train	test	test	test	test	test	test	train	train	test	test	test	test	test	test	test	test	test	test	train
test	test	test	test	test	train	train	test	test	test	test	test	test	train	test	test	test	test	train	test	test	test	test	test	test	test	test	test	test	train
test	test	test	test	train	test	train	test	test	test	test	test	test	test	train	test	test	test	test	test	test	test	train	test	test	test	test	test	train	test
test	test	test	test	train	test	test	test	test	test	test	train	train	test	test	test	test	test	test	test	test	test	train	test	test	train	test	test	test	test
test	test	test	test	train	test	test	test	test	test	test	train	test	test	test	test	train	test	train	test	test	test	test	test	test	test	test	test	test	train
test	test	test	train	test	test	test	test	train	test	test	test	test	test	test	test	train	test	test	test	test	test	train	test	test	test	test	test	train	test
test	train	test	test	test	test	test	test	test	test	train	test	test	train	test	test	test	test	test	test	test	test	train	test	test	test	test	test	train	test
test	train	test	test	test	test	train	test	test	test	test	train	test	test	test	test	test	train	test	train	test	test	test	test	test	train	test	test	test	test
train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train	train
test	test	test	test	test	train	test	test	test	test	train	test	test	test	train	test	test	train	test	test	test	test	train	test	train	test	test	test	test	test
test	test	test	test	train	test	test	test	test	test	train	test	test	train	test	test	test	test	test	test	test	test	train	test	test	test	test	train	test	test
test	test	test	test	train	test	train	test	test	test	test	test	test	test	test	test	train	test	test	test	test	test	train	test	train	test	test	test	test	test
train	test	test	test	test	test	test	test	test	train	test	test	train	test	test	test	test	test	test	test	train	test	test	test	test	test	train	test	test	test
train	test	test	test	test	test	test	test	test	test	test	train	test	train	test	test	test	test	test	train	test	test	test	test	test	test	test	test	train	test
test	test	test	test	train	test	test	test	test	test	train	test	test	train	test	test	test	test	test	test	test	train	test	test	train	test	test	test	test	test
test	test	test	test	train	test	test	test	train	test	test	test	test	test	train	test	test	test	test	train	test	test	test	test	test	test	test	train	test	test
test	test	test	test	test	train	test	train	test	test	test	test	test	train	test	test	test	test	test	test	test	train	test	test	test	test	test	test	train	test
test	test	test	test	train	train	test	test	test	test	train	test	test	test	train	test	test	test	test	train	test	test	test	test	test	test	test	test	train	test
test	test	test	test	test	train	test	train	test	test	test	test	train	test	test	test	test	test	train	test	test	test	test	test	test	train	test	test	test	test
test	test	train	test	test	test	test	test	train	test	test	test	test	test	test	test	train	test	test	test	test	train	test	test	train	test	test	test	test	test
