sgd_id	gene_id	gene_symbol	gene_name	gene_alias	chr	type
S000006175	YPL254W	HFI1	Histone H2A Functional Interactor	ADA1|GAN1|SRM12|SUP110	chrXVI	ORF
S000006176	YPL255W	BBP1	Bfr1 Binding Protein		chrXVI	ORF
S000006177	YPL256C	CLN2	CycLiN	cyclin CLN2	chrXVI	ORF
S000006178	YPL257W				chrXVI	ORF
S000006179	YPL258C	THI21	THIamine metabolism	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	chrXVI	ORF
S000006180	YPL259C	APM1	clathrin Adaptor Protein complex Medium chain	YAP54	chrXVI	ORF
S000006181	YPL260W	CUB1	Cu2+ suppressing and Bleomycin sensitive		chrXVI	ORF
S000006182	YPL261C				chrXVI	ORF
S000006183	YPL262W	FUM1	FUMarase	fumarase FUM1	chrXVI	ORF
S000006184	YPL263C	KEL3	KELch		chrXVI	ORF
S000006185	YPL264C				chrXVI	ORF
S000006186	YPL265W	DIP5	DIcarboxylic amino acid Permease	dicarboxylic amino acid permease	chrXVI	ORF
S000006187	YPL266W	DIM1	DIMethylase	CDH1|putative dimethyladenosine transferase	chrXVI	ORF
S000006188	YPL267W	ACM1	APC/C[Cdh1] Modulator		chrXVI	ORF
S000006189	YPL268W	PLC1	PhosphoLipase C	phosphatidylinositol phospholipase C	chrXVI	ORF
S000006190	YPL269W	KAR9	KARyogamy		chrXVI	ORF
S000006191	YPL270W	MDL2	MultiDrug resistance-Like	ATP-binding cassette permease MDL2	chrXVI	ORF
S000006192	YPL271W	ATP15	ATP synthase	ATPEPSILON|F1F0 ATP synthase subunit epsilon	chrXVI	ORF
S000006193	YPL272C	PBI1	PSTB2 Interacting protein		chrXVI	ORF
S000006194	YPL273W	SAM4	S-AdenosylMethionine metabolism	S-adenosylmethionine-homocysteine S-methyltransferase SAM4	chrXVI	ORF
S000006195	YPL274W	SAM3	S-AdenosylMethionine metabolism	bifunctional polyamine/amino acid permease SAM3	chrXVI	ORF
S000006198	YPL277C				chrXVI	ORF
S000006199	YPL278C				chrXVI	ORF
S000006200	YPL279C	FEX2		fluoride transporter	chrXVI	ORF
S000006201	YPL280W	HSP32	Heat-Shock Protein	glutathione-independent methylglyoxalase family protein	chrXVI	ORF
S000006202	YPL281C	ERR2	Enolase-Related Repeat	phosphopyruvate hydratase ERR2	chrXVI	ORF
S000006203	YPL282C	PAU22	seriPAUperin	seripauperin PAU22	chrXVI	ORF
S000006204	YPL283C	YRF1-7		Y' element ATP-dependent helicase protein 1 copy 7|YRF1	chrXVI	ORF
S000006205	YPR001W	CIT3	CITrate synthase	citrate (Si)-synthase CIT3	chrXVI	ORF
S000006206	YPR002W	PDH1	prpD Homolog	putative 2-methylcitrate dehydratase	chrXVI	ORF
S000006207	YPR003C				chrXVI	ORF
S000006208	YPR004C	AIM45	Altered Inheritance rate of Mitochondria		chrXVI	ORF
S000006209	YPR005C	HAL1	HALotolerance		chrXVI	ORF
S000006210	YPR006C	ICL2	IsoCitrate Lyase	methylisocitrate lyase ICL2	chrXVI	ORF
S000006211	YPR007C	REC8	RECombination	SPO69	chrXVI	ORF
S000006212	YPR008W	HAA1	Homolog of Ace1 Activator		chrXVI	ORF
S000006213	YPR009W	SUT2	Sterol UpTake		chrXVI	ORF
S000006214	YPR010C	RPA135	RNA Polymerase A	A135|DNA-directed RNA polymerase I core subunit RPA135|RPA2|RRN2|SRP3	chrXVI	ORF
S000006215	YPR011C	MRX21	Mitochondrial oRganization of gene eXpression (MIOREX)		chrXVI	ORF
S000006216	YPR012W				chrXVI	ORF
S000006217	YPR013C	CMR3	Changed Mutation Rate		chrXVI	ORF
S000006218	YPR014C				chrXVI	ORF
S000006219	YPR015C				chrXVI	ORF
S000006220	YPR016C	TIF6	Translation Initiation Factor	CDC95|translation initiation factor 6	chrXVI	ORF
S000006221	YPR017C	DSS4	Dominant Suppressor of Sec4	guanine nucleotide exchange factor DSS4	chrXVI	ORF
S000006222	YPR018W	RLF2	Rap1 protein Localization Factor	CAC1	chrXVI	ORF
S000006223	YPR019W	MCM4	MiniChromosome Maintenance	CDC54|HCD21|MCM DNA helicase complex subunit MCM4	chrXVI	ORF
S000006224	YPR020W	ATP20	ATP synthase	F1F0 ATP synthase subunit g	chrXVI	ORF
S000006225	YPR021C	AGC1	Aspartate-Glutamate Carrier	citrin	chrXVI	ORF
S000006226	YPR022C	SDD4	Suppressor of Degenerative Death		chrXVI	ORF
S000006227	YPR023C	EAF3	Esa1p-Associated Factor		chrXVI	ORF
S000006228	YPR024W	YME1	Yeast Mitochondrial Escape	i-AAA protease YME1|OSD1|YTA11	chrXVI	ORF
S000006229	YPR025C	CCL1		TFIIH complex kinase subunit CCL1	chrXVI	ORF
S000006230	YPR026W	ATH1	Acid TreHalase	alpha,alpha-trehalase ATH1	chrXVI	ORF
S000006231	YPR027C				chrXVI	ORF
S000006232	YPR028W	YOP1	YIP One Partner	YIP2	chrXVI	ORF
S000006233	YPR029C	APL4	clathrin Adaptor Protein complex Large chain		chrXVI	ORF
S000006234	YPR030W	CSR2	Chs5 Spa2 Rescue	ART8|MRG19	chrXVI	ORF
S000006235	YPR031W	NTO1	NuA Three Orf		chrXVI	ORF
S000006236	YPR032W	SRO7	Suppressor of rho3	Rab GTPase-binding protein SRO7|SNI1|SOP1	chrXVI	ORF
S000006237	YPR033C	HTS1	Histidine-Trna Synthetase	histidine--tRNA ligase|TS4572|TSM4572	chrXVI	ORF
S000006238	YPR034W	ARP7	Actin-Related Protein	RSC11|SWP61	chrXVI	ORF
S000006239	YPR035W	GLN1	GLutamiNe metabolism	glutamate--ammonia ligase	chrXVI	ORF
S000006240	YPR036W	VMA13	Vacuolar Membrane Atpase	CLS11|H(+)-transporting V1 sector ATPase subunit H	chrXVI	ORF
S000006241	YPR037C	ERV2	Essential for Respiration and Viability	flavin-linked sulfhydryl oxidase	chrXVI	ORF
S000006242	YPR038W	IRC16	Increased Recombination Centers		chrXVI	ORF
S000006243	YPR039W				chrXVI	ORF
S000006244	YPR040W	TIP41	Tap42 Interacting Protein		chrXVI	ORF
S000006245	YPR041W	TIF5	Translation Initiation Factor	SUI5|translation initiation factor eIF5	chrXVI	ORF
S000006246	YPR042C	PUF2	PUmilio-homology domain Family		chrXVI	ORF
S000006247	YPR043W	RPL43A	Ribosomal Protein of the Large subunit	eL43|L43A|L43e|ribosomal 60S subunit protein L43A	chrXVI	ORF
S000006248	YPR044C	OPI11	OverProducer of Inositol		chrXVI	ORF
S000006249	YPR045C	THP3	THO-related Protein	MNI2	chrXVI	ORF
S000006250	YPR046W	MCM16	MiniChromosome Maintenance		chrXVI	ORF
S000006251	YPR047W	MSF1	Mitochondrial aminoacyl-tRNA Synthetase, Phenylalanine (F)	phenylalanine--tRNA ligase	chrXVI	ORF
S000006252	YPR048W	TAH18	Top1T722A mutant Hypersensitive	NAPDH-dependent diflavin reductase	chrXVI	ORF
S000006253	YPR049C	ATG11	AuTophaGy related	autophagy protein ATG11|CVT3|CVT9	chrXVI	ORF
S000006254	YPR050C				chrXVI	ORF
S000006255	YPR051W	MAK3	MAintenance of Killer	NAA30|peptide alpha-N-acetyltransferase MAK3	chrXVI	ORF
S000006256	YPR052C	NHP6A	Non-Histone Protein	high-mobility group nucleosome-binding protein	chrXVI	ORF
S000006257	YPR053C				chrXVI	ORF
S000006258	YPR054W	SMK1		mitogen-activated protein kinase SMK1	chrXVI	ORF
S000006259	YPR055W	SEC8	SECretory	exocyst subunit SEC8	chrXVI	ORF
S000006260	YPR056W	TFB4	Transcription Factor B subunit 4	TFIIH/NER complex subunit TFB4	chrXVI	ORF
S000006261	YPR057W	BRR1	Bad Response to Refrigeration		chrXVI	ORF
S000006262	YPR058W	YMC1	Yeast Mitochondrial Carrier	organic acid transporter	chrXVI	ORF
S000006263	YPR059C				chrXVI	ORF
S000006264	YPR060C	ARO7	AROmatic amino acid requiring	chorismate mutase ARO7|HGS1|OSM2|TYR7	chrXVI	ORF
S000006265	YPR061C	JID1	DnaJ protein Involved in ER-associated Degradation		chrXVI	ORF
S000006266	YPR062W	FCY1	FluoroCYtosine resistance	cytosine deaminase|yCD	chrXVI	ORF
S000006267	YPR063C				chrXVI	ORF
S000006268	YPR064W				chrXVI	ORF
S000006269	YPR065W	ROX1	Regulation by OXygen	REO1	chrXVI	ORF
S000006270	YPR066W	UBA3	UBiquitin-like protein-Activating enzyme	NEDD8-activating protein UBA3	chrXVI	ORF
S000006271	YPR067W	ISA2	Iron Sulfur Assembly		chrXVI	ORF
S000006272	YPR068C	HOS1	Hda One Similar	CST3|histone deacetylase	chrXVI	ORF
S000006273	YPR069C	SPE3	SPErmidine auxotroph	spermidine synthase	chrXVI	ORF
S000006274	YPR070W	MED1	MEDiator complex		chrXVI	ORF
S000006275	YPR071W				chrXVI	ORF
S000006276	YPR072W	NOT5	Negative On TATA	CCR4-NOT core subunit NOT5	chrXVI	ORF
S000006277	YPR073C	LTP1	Low molecular weight protein Tyrosine Phosphatase	tyrosine protein phosphatase LTP1	chrXVI	ORF
S000006278	YPR074C	TKL1	TransKetoLase	transketolase TKL1	chrXVI	ORF
S000006279	YPR075C	OPY2	Overproduction-induced Pheromone-resistant Yeast		chrXVI	ORF
S000006280	YPR076W				chrXVI	ORF
S000006281	YPR077C				chrXVI	ORF
S000006282	YPR078C				chrXVI	ORF
S000006283	YPR079W	MRL1	Mannose 6-phosphate Receptor Like		chrXVI	ORF
S000006284	YPR080W	TEF1	Translation Elongation Factor	eEF1A|EF-1 alpha|translation elongation factor EF-1 alpha	chrXVI	ORF
S000006285	YPR081C	GRS2	Glycyl-tRNA Synthase	putative glycine--tRNA ligase	chrXVI	ORF
S000006286	YPR082C	DIB1	S. pombe DIm1+ in Budding yeast	SNU16|U4/U6-U5 snRNP complex subunit DIB1	chrXVI	ORF
S000006287	YPR083W	MDM36	Mitochondrial Distribution and Morphology		chrXVI	ORF
S000006288	YPR084W				chrXVI	ORF
S000006289	YPR085C	ASA1	AStra Associated protein		chrXVI	ORF
S000006290	YPR086W	SUA7	Suppressor of Upstream AUG	SOH4|TFIIB|transcription factor TFIIB	chrXVI	ORF
S000006291	YPR087W	VPS69	Vacuolar Protein Sorting		chrXVI	ORF
S000006292	YPR088C	SRP54	Signal Recognition Particle 54-kD subunit	RNA-binding signal recognition particle subunit SRP54|SRH1	chrXVI	ORF
S000006293	YPR089W			YPR090W	chrXVI	ORF
S000006295	YPR091C	NVJ2	Nucleus-Vacuole Junction		chrXVI	ORF
S000006296	YPR092W				chrXVI	ORF
S000006297	YPR093C	ASR1	Alcohol Sensitive Ring/PHD finger	ubiquitin-protein ligase ASR1	chrXVI	ORF
S000006298	YPR094W	RDS3	Regulator of Drug Sensitivity	U2 snRNP complex subunit RDS3	chrXVI	ORF
S000006299	YPR095C	SYT1	Suppressor of ypt3	Arf family guanine nucleotide exchange factor SYT1	chrXVI	ORF
S000006300	YPR096C				chrXVI	ORF
S000006301	YPR097W	LEC1	Lipid-droplet Ergosterol Cortex		chrXVI	ORF
S000006302	YPR098C	TMH18	TMem205 Homolog of 18 kDa		chrXVI	ORF
S000006303	YPR099C				chrXVI	ORF
S000006304	YPR100W	MRPL51	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein MRPL51|mL43	chrXVI	ORF
S000006305	YPR101W	SNT309	Synthetic lethal to prp NineTeen mutation	NTC25	chrXVI	ORF
S000006306	YPR102C	RPL11A	Ribosomal Protein of the Large subunit	L11A|L16B|L5|ribosomal 60S subunit protein L11A|rp39A|uL5|YL22	chrXVI	ORF
S000006307	YPR103W	PRE2	PRoteinase yscE	DOA3|PRG1|proteasome core particle subunit beta 5|SRR2	chrXVI	ORF
S000006308	YPR104C	FHL1	Fork Head-Like	SPP42	chrXVI	ORF
S000006309	YPR105C	COG4	Conserved Oligomeric Golgi complex	COD1|Golgi transport complex subunit COG4|SEC38|SGF1	chrXVI	ORF
S000006310	YPR106W	ISR1	Inhibition of Staurosporine Resistance	putative protein kinase ISR1	chrXVI	ORF
S000006311	YPR107C	YTH1	Yeast THirty kDa Homolog	cleavage polyadenylation factor RNA-binding subunit YTH1	chrXVI	ORF
S000006312	YPR108W	RPN7	Regulatory Particle Non-ATPase	proteasome regulatory particle lid subunit RPN7	chrXVI	ORF
S000006313	YPR109W	GLD1	Golgi/endosome Localized Dsc protein		chrXVI	ORF
S000006314	YPR110C	RPC40	RNA Polymerase C	DNA-directed RNA polymerase core subunit RPC40|RPC5	chrXVI	ORF
S000006315	YPR111W	DBF20	DumbBell Forming	serine/threonine-protein kinase DBF20	chrXVI	ORF
S000006316	YPR112C	MRD1	Multiple RNA-binding domain	RNA-binding ribosome biosynthesis protein MRD1	chrXVI	ORF
S000006317	YPR113W	PIS1	Phosphatidyl Inositol Synthase	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	chrXVI	ORF
S000006318	YPR114W				chrXVI	ORF
S000006319	YPR115W	RGC1	Regulator of the Glycerol Channel	GCA1	chrXVI	ORF
S000006320	YPR116W	RRG8	Required for Respiratory Growth	MTA1	chrXVI	ORF
S000006321	YPR117W	HOB2	ortholog of Drosophila HOBbit	BSH1	chrXVI	ORF
S000006322	YPR118W	MRI1	MethylthioRibose-1-phosphate Isomerase	S-methyl-5-thioribose-1-phosphate isomerase MRI1	chrXVI	ORF
S000006323	YPR119W	CLB2	CycLin B	B-type cyclin CLB2	chrXVI	ORF
S000006324	YPR120C	CLB5	CycLin B	B-type cyclin CLB5	chrXVI	ORF
S000006325	YPR121W	THI22	THIamine metabolism	putative phosphomethylpyrimidine kinase	chrXVI	ORF
S000006326	YPR122W	AXL1	AXiaL budding	FUS5|STE22	chrXVI	ORF
S000006327	YPR123C				chrXVI	ORF
S000006328	YPR124W	CTR1	Copper TRansport	high-affinity Cu transporter CTR1	chrXVI	ORF
S000006329	YPR125W	YLH47	Yeast LETM1 Homolog of 47 kD	MRS7	chrXVI	ORF
S000006330	YPR126C				chrXVI	ORF
S000006331	YPR127W			pyridoxine 4-dehydrogenase	chrXVI	ORF
S000006332	YPR128C	ANT1	Adenine Nucleotide Transporter		chrXVI	ORF
S000006333	YPR129W	SCD6	Suppressor of Clathrin Deficiency	LSM13	chrXVI	ORF
S000006334	YPR130C				chrXVI	ORF
S000006335	YPR131C	NAT3	N-terminal AcetylTransferase	NAA20|peptide alpha-N-acetyltransferase complex B subunit NAT3|RAD56	chrXVI	ORF
S000006336	YPR132W	RPS23B	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S23B|rp37|S12|S23B|S28B|uS12|YS14	chrXVI	ORF
S000006337	YPR133C	SPN1	Suppresses Postrecruitment functions gene Number 1	IWS1	chrXVI	ORF
S000006338	YPR134W	MSS18	Mitochondrial Splicing System		chrXVI	ORF
S000006339	YPR135W	CTF4	Chromosome Transmission Fidelity	CHL15|chromatin-binding protein CTF4|POB1	chrXVI	ORF
S000006340	YPR136C				chrXVI	ORF
S000006341	YPR137W	RRP9	Ribosomal RNA Processing		chrXVI	ORF
S000006342	YPR138C	MEP3		ammonium permease MEP3	chrXVI	ORF
S000006343	YPR139C	LOA1	Lysophosphatidic acid: Oleoyl-CoA Acyltransferase	lysophosphatidic acid acyltransferase LOA1|VPS66	chrXVI	ORF
S000006344	YPR140W	TAZ1	TAfaZzin	lysophosphatidylcholine acyltransferase	chrXVI	ORF
S000006345	YPR141C	KAR3	KARyogamy	OSR11	chrXVI	ORF
S000006346	YPR142C				chrXVI	ORF
S000006347	YPR143W	RRP15	Ribosomal RNA Processing		chrXVI	ORF
S000006348	YPR144C	NOC4	NucleOlar Complex associated	ribosome biosynthesis protein NOC4|UTP19	chrXVI	ORF
S000006349	YPR145W	ASN1	ASparagiNe requiring	asparagine synthase (glutamine-hydrolyzing) 1	chrXVI	ORF
S000006350	YPR146C				chrXVI	ORF
S000006351	YPR147C			bifunctional triacylglycerol lipase/ester hydrolase	chrXVI	ORF
S000006352	YPR148C				chrXVI	ORF
S000006353	YPR149W	NCE102	NonClassical Export	NCE2	chrXVI	ORF
S000006354	YPR150W				chrXVI	ORF
S000006355	YPR151C	SUE1			chrXVI	ORF
S000006356	YPR152C	URN1	U2-U5-U6 snRNP, RES complex, and NTC interacting protein		chrXVI	ORF
S000006357	YPR153W	MAY24	genetic interaction profile similarity to MTC Annotated Yeast genes MTC2 and MTC4	EHG1	chrXVI	ORF
S000006358	YPR154W	PIN3	Psi+ INducibility	LSB2	chrXVI	ORF
S000006359	YPR155C	NCA2	Nuclear Control of ATPase		chrXVI	ORF
S000006360	YPR156C	TPO3	Transporter of POlyamines	spermine transporter	chrXVI	ORF
S000006361	YPR157W	TDA6	Topoisomerase I Damage Affected		chrXVI	ORF
S000006362	YPR158W	CUR1	Curing of [URe3]		chrXVI	ORF
S000006363	YPR159W	KRE6	Killer toxin REsistant	beta-glucan synthesis-associated protein KRE6|CWH48	chrXVI	ORF
S000006364	YPR160W	GPH1	Glycogen PHosphorylase	glycogen phosphorylase	chrXVI	ORF
S000006365	YPR161C	SGV1	Suppressor of Gpa1-Val50 mutation	BUR1|cyclin-dependent serine/threonine protein kinase SGV1	chrXVI	ORF
S000006366	YPR162C	ORC4	Origin Recognition Complex	origin recognition complex subunit 4	chrXVI	ORF
S000006367	YPR163C	TIF3	Translation Initiation Factor	eIF4B|RBL3|STM1	chrXVI	ORF
S000006368	YPR164W	MMS1	Methyl MethaneSulfonate sensitivity	RTT108|SLM6	chrXVI	ORF
S000006369	YPR165W	RHO1	Ras HOmolog	Rho family GTPase RHO1	chrXVI	ORF
S000006370	YPR166C	MRP2	Mitochondrial Ribosomal Protein	mitochondrial 37S ribosomal protein MRP2|uS14m	chrXVI	ORF
S000006371	YPR167C	MET16	METhionine requiring	phosphoadenylyl-sulfate reductase (thioredoxin)	chrXVI	ORF
S000006372	YPR168W	NUT2	Negative regulation of URS Two	MED10|mediator complex subunit NUT2	chrXVI	ORF
S000006373	YPR169W	JIP5	Jumonji domain Interacting Protein		chrXVI	ORF
S000006374	YPR170C				chrXVI	ORF
S000006375	YPR171W	BSP1	Binding protein of Synaptojanin Polyphosphoinositide phosphatase domain		chrXVI	ORF
S000006376	YPR172W			pyridoxal 5'-phosphate synthase	chrXVI	ORF
S000006377	YPR173C	VPS4	Vacuolar Protein Sorting	AAA family ATPase VPS4|CSC1|DID6|END13|GRD13|VPL4|VPT10	chrXVI	ORF
S000006378	YPR174C	CSA1	Cdc5 SPB Anchor		chrXVI	ORF
S000006379	YPR175W	DPB2	DNA Polymerase B	DNA polymerase epsilon noncatalytic subunit	chrXVI	ORF
S000006380	YPR176C	BET2	Blocked Early in Transport	Rab geranylgeranyltransferase BET2	chrXVI	ORF
S000006381	YPR177C				chrXVI	ORF
S000006382	YPR178W	PRP4	Pre-mRNA Processing	RNA4|U4/U6-U5 snRNP complex subunit PRP4	chrXVI	ORF
S000006383	YPR179C	HDA3	Histone DeAcetylase	PLO1	chrXVI	ORF
S000006384	YPR180W	AOS1	Activation Of Smt3p	E1 ubiquitin-activating protein AOS1|RHC31	chrXVI	ORF
S000006385	YPR181C	SEC23	SECretory	GTPase-activating protein SEC23	chrXVI	ORF
S000006386	YPR182W	SMX3		mRNA splicing protein SMX3|SmF|Sm F	chrXVI	ORF
S000006387	YPR183W	DPM1	Dolichol Phosphate Mannose synthase	dolichyl-phosphate beta-D-mannosyltransferase|SED3	chrXVI	ORF
S000006388	YPR184W	GDB1	Glycogen DeBranching	bifunctional 4-alpha-glucanotransferase/amylo-alpha-1,6-glucosidase	chrXVI	ORF
S000006389	YPR185W	ATG13	AuTophaGy related	APG13|serine/threonine protein kinase regulatory subunit ATG13	chrXVI	ORF
S000006390	YPR186C	PZF1	Putative Zinc Finger	TFC2|TFIIIA	chrXVI	ORF
S000006391	YPR187W	RPO26	RNA POlymerase	ABC23|DNA-directed RNA polymerase core subunit RPO26|RPB6	chrXVI	ORF
S000006392	YPR188C	MLC2	Myo1p Light Chain		chrXVI	ORF
S000006393	YPR189W	SKI3	SuperKIller	SKI5|SKI complex subunit tetratricopeptide repeat protein SKI3	chrXVI	ORF
S000006394	YPR190C	RPC82	RNA Polymerase C	DNA-directed RNA polymerase III subunit C82|RPC3|RPC80	chrXVI	ORF
S000006395	YPR191W	QCR2	QH2:cytochrome-C oxidoReductase	COR2|ubiquinol--cytochrome-c reductase subunit 2|UCR2	chrXVI	ORF
S000006396	YPR192W	AQY1	AQuaporin from Yeast		chrXVI	ORF
S000006397	YPR193C	HPA2	Histone and other Protein Acetyltransferase	histone acetyltransferase|KAT10	chrXVI	ORF
S000006398	YPR194C	OPT2	OligoPeptide Transporter		chrXVI	ORF
S000006399	YPR195C				chrXVI	ORF
S000006400	YPR196W			putative maltose-responsive transcription factor	chrXVI	ORF
S000006401	YPR197C				chrXVI	ORF
S000006402	YPR198W	SGE1	Suppression of Gal11 Expression	NOR1	chrXVI	ORF
S000006403	YPR199C	ARR1	ARsenicals Resistance	ACR1|YAP8	chrXVI	ORF
S000006404	YPR200C	ARR2	ARsenicals Resistance	ACR2	chrXVI	ORF
S000006405	YPR201W	ARR3	ARsenicals Resistance	ACR3	chrXVI	ORF
S000006406	YPR202W				chrXVI	ORF
S000006407	YPR203W				chrXVI	ORF
S000006408	YPR204W			Y' element ATP-dependent helicase|Y' -Help1	chrXVI	ORF
S000006409	YEL077C			Y' element ATP-dependent helicase	chrV	ORF
S000006429	YLR390W-A	CCW14	Covalently linked Cell Wall protein	ICWP|SSR1|YLR391W|YLR391W-A	chrXII	ORF
S000006430	YDL045W-A	MRP10	Mitochondrial Ribosomal Protein	mitochondrial 37S ribosomal protein YmS-T|mS37|YmS-T	chrIV	ORF
S000006431	YOR008C-A				chrXV	ORF
S000006432	YIL009C-A	EST3	Ever Shorter Telomeres	telomerase subunit EST3	chrIX	ORF
S000006433	YPR133W-A	TOM5	Translocase of the Outer Mitochondrial membrane	MOM8A	chrXVI	ORF
S000006434	YLR438C-A	LSM3	Like SM	SMX4|U4/U6-U5 snRNP complex subunit LSM3|USS2	chrXII	ORF
S000006435	YKR035W-A	DID2	Doa4-Independent Degradation	CHM1|FTI1|VPL30|VPS46	chrXI	ORF
S000006436	YFL034C-A	RPL22B	Ribosomal Protein of the Large subunit	eL22|l1c|L22B|L22e|ribosomal 60S subunit protein L22B|rp4|YFL035C-B|YL31	chrVI	ORF
S000006437	YFR032C-A	RPL29	Ribosomal Protein of the Large subunit	eL29|L29|L29e|ribosomal 60S subunit protein L29|YL43	chrVI	ORF
S000006438	YPL249C-A	RPL36B	Ribosomal Protein of the Large subunit	eL36|L36B|L36e|L39|ribosomal 60S subunit protein L36B|YL39	chrXVI	ORF
S000006439	YCR020W-B	HTL1	High-Temperature Lethal		chrIII	ORF
S000007221	YCL001W-A				chrIII	ORF
S000007222	YCR028C-A	RIM1	Replication In Mitochondria		chrIII	ORF
S000007223	YCR087C-A			LUG1	chrIII	ORF
S000007224	YPL183W-A	RTC6	Restriction of Telomere Capping	bL36m|GON5|putative mitochondrial 54S ribosomal protein RTC6|TAE4	chrXVI	ORF
S000007226	YER039C-A				chrV	ORF
S000007228	YBL091C-A	SCS22	Suppressor of Choline Sensitivity	phospholipid metabolism-regulating protein SCS22	chrII	ORF
S000007229	YBL107W-A				chrII	ORF
S000007230	YCR018C-A				chrIII	ORF
S000007231	YCR102W-A				chrIII	ORF
S000007232	YDL130W-A	STF1	STabilizing Factor	AIS2|ATPase-binding protein	chrIV	ORF
S000007233	YDR034C-A				chrIV	ORF
S000007234	YDR034W-B	CPP3	C-terminally Palmitoylated Protein	cysteine-rich palmitoylated domain-containing protein CPP3	chrIV	ORF
S000007235	YDR363W-A	SEM1	Suppressor of Exocyst Mutations	DSS1|HOD1|proteasome regulatory particle lid subunit SEM1	chrIV	ORF
S000007236	YDR525W-A	SNA2	Sensitivity to NA+		chrIV	ORF
S000007237	YER048W-A	ISD11	Iron-Sulfur protein biogenesis, Desulfurase-interacting protein		chrV	ORF
S000007238	YER091C-A				chrV	ORF
S000007239	YER138W-A				chrV	ORF
S000007240	YGR122C-A				chrVII	ORF
S000007241	YIR020W-A			YIR020W-B	chrIX	ORF
S000007242	YKL033W-A			putative hydrolase	chrXI	ORF
S000007243	YKL053C-A	MDM35	Mitochondrial Distribution and Morphology		chrXI	ORF
S000007244	YKL162C-A				chrXI	ORF
S000007245	YLL018C-A	COX19	Cytochrome c OXidase		chrXII	ORF
S000007246	YLR262C-A	TMA7	Translation Machinery Associated	RBF7	chrXII	ORF
S000007247	YML081C-A	ATP18	ATP synthase	F1F0 ATP synthase subunit i	chrXIII	ORF
S000007248	YMR046W-A				chrXIII	ORF
S000007249	YMR158C-A			YMR158C-B	chrXIII	ORF
S000007250	YMR194C-A				chrXIII	ORF
S000007251	YNR032C-A	HUB1	Homologous to UBiquitin	ubiquitin-like protein HUB1	chrXIV	ORF
S000007252	YOL013W-B			YOL013W-A	chrXV	ORF
S000007253	YOR298C-A	MBF1	Multiprotein Bridging Factor	multiprotein-bridging factor 1|SUF13	chrXV	ORF
S000007254	YPR002C-A				chrXVI	ORF
S000007255	YDR322C-A	TIM11	Translocase of the Inner Mitochondrial membrane	ATP21|F1F0 ATP synthase subunit e	chrIV	ORF
S000007256	YEL020W-A	TIM9	Translocase of the Inner Mitochondrial membrane	protein transporter TIM9	chrV	ORF
S000007257	Q0010			ORF6	chrmt	ORF
S000007258	Q0017			ORF7	chrmt	ORF
S000007259	Q0032			ORF8	chrmt	ORF
S000007260	Q0045	COX1	Cytochrome c OXidase	cytochrome c oxidase subunit 1|OXI3	chrmt	ORF
S000007261	Q0050	AI1		intron-encoded reverse transcriptase aI1	chrmt	ORF
S000007262	Q0055	AI2		intron-encoded reverse transcriptase aI2	chrmt	ORF
S000007263	Q0060	AI3		intron-encoded DNA endonuclease aI3|I-SceIII	chrmt	ORF
S000007264	Q0065	AI4		intron-encoded DNA endonuclease aI4|I-SceII	chrmt	ORF
S000007265	Q0070	AI5_ALPHA		intron-encoded DNA endonuclease aI5 alpha	chrmt	ORF
S000007266	Q0075	AI5_BETA		intron-encoded DNA endonuclease aI5 beta	chrmt	ORF
S000007267	Q0080	ATP8	ATP synthase	AAP1|F1F0 ATP synthase subunit 8	chrmt	ORF
S000007268	Q0085	ATP6	ATP synthase	F1F0 ATP synthase subunit a|OLI2|OLI4|PHO1	chrmt	ORF
S000007269	Q0092			ORF5	chrmt	ORF
S000007270	Q0105	COB	CytochrOme B	COB1|CYTB|cytochrome b	chrmt	ORF
S000007271	Q0110	BI2		cytochrome b mRNA maturase bI2	chrmt	ORF
S000007272	Q0115	BI3		cytochrome b mRNA maturase bI3	chrmt	ORF
S000007273	Q0120	BI4		intron-encoded RNA maturase bI4	chrmt	ORF
S000007274	Q0130	OLI1	OLIgomycin resistance	ATP9|F0 ATP synthase subunit c|OLI3	chrmt	ORF
S000007275	Q0140	VAR1		mitochondrial 37S ribosomal protein VAR1|uS3m|VARI	chrmt	ORF
S000007276	Q0142			ORF9	chrmt	ORF
S000007277	Q0143			ORF10	chrmt	ORF
S000007278	Q0144				chrmt	ORF
